OBJECTID,CONDO_BK,CONDO_PG,BK_PG,DOC_DATE,SQUARE,SUFFIX,REC_LOT,O_LOTS,TAX_LOT,MAT_SSL,MISC,REGIME,REGIME_ID
992,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0082,"0076,0077,0078,0079,0080,0081,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107,0108",,0653    0082,,2562,1136
33,51,41,51/41,2004-12-27T00:00:00.000Z,2567,,0081,LCE,,2567    0081,,1583,420
302,66,34,66/34,2008-03-13T00:00:00.000Z,0915,S,0041,,,0915S   0041,,2902,1789
344,67,45,67/45,2008-06-10T00:00:00.000Z,2566,,0101,,,2566    0101,,1209,206
573,55,6,55/6,2005-11-18T00:00:00.000Z,0152,,0201,,,0152    0201,,2716,1290
180,49,26,49/26,2004-05-10T00:00:00.000Z,2830,,0086,,,2830    0086,,1563,400
700,57,43,57/43,2006-05-17T00:00:00.000Z,5182,,0042,0043,,5182    0042,,3105,1480
643,56,25,56/25,2006-02-24T00:00:00.000Z,1708,,0003,,,1708    0003,,2744,1318
865,61,2,61/2,2006-12-29T00:00:00.000Z,5950,,0025,,,5950    0025,,1809,1701
796,59,30,59/30,2006-09-21T00:00:00.000Z,4055,,0212,,,4055    0212,,1763,598
27,50,45,50/45,2004-12-13T00:00:00.000Z,3093,,0026,,,3093    0026,,1590,427
233,50,37,50/37,2004-09-27T00:00:00.000Z,2665,,0045,,,2665    0045,,1572,409
105,47,41,47/41,2003-08-01T00:00:00.000Z,0014,,0059,,,0014    0059,,1527,364
432,52,13,52/13,2005-03-03T00:00:00.000Z,4545,,0128,,,4545    0128,,2662,1236
251,71,5,71/5,,2860,,0033,,,2860    0033,,1341,2036
752,58,11,58/11,2006-07-25T00:00:00.000Z,0025,,0022,,,0025    0022,,1782,617
691,56,49,56/49,2006-03-31T00:00:00.000Z,1034,,0153,,,1034    0153,INST. # AMENDED 7/20/2007,2756,1330
508,53,34,53/34,2005-07-01T00:00:00.000Z,3953,,0027,,,3953    0027,,1635,472
204,50,21,50/21,2004-07-28T00:00:00.000Z,3130,,0053,,,3130    0053,,1569,406
840,60,31,60/31,2006-12-01T00:00:00.000Z,2831,,0056,,,2831    0056,,1801,1709
307,66,23,66/23,2008-03-24T00:00:00.000Z,2794,,0021,,,2794    0021,,3056,1432
764,58,48,58/48,2006-08-17T00:00:00.000Z,0366,,0026,,,0366    0026,,2793,1367
240,51,18,51/18,2004-11-09T00:00:00.000Z,2567,,0081,,,2567    0081,,1583,420
558,54,38,54/38,2005-09-30T00:00:00.000Z,3644,,0033,,,3644    0033,,3087,1462
456,52,48,52/48,2005-03-31T00:00:00.000Z,0486,,0041,,,0486    0041,,1615,452
62,46,48,46/48,2003-02-24T00:00:00.000Z,0832,,0052,,,0832    0052,,2570,1144
996,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0104,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0102,0103,0105,0106,0107,0108",,0653    0104,,2562,1136
747,58,36,58/36,2006-07-17T00:00:00.000Z,5345,,0046,,,5345    0046,,1737,572
227,50,26,50/26,2004-09-15T00:00:00.000Z,2664,,0040,,,2664    0040,,1571,408
961,48,41,48/41,2003-12-12T00:00:00.000Z,0281,,000C,"000B,000D,000E",0832,0281    000C,AMENDED,2557,1131
106,47,36,47/36,2003-08-12T00:00:00.000Z,1040,,0036,,,1040    0036,,2580,1154
615,55,47,55/47,2006-01-12T00:00:00.000Z,0358,,0009,,,0358    0009,,2734,1308
82,47,3,47/3,2003-05-02T00:00:00.000Z,2662,,0027,,0824,2662    0824,Lot covers Record Lot 0027,1517,354
925,62,16,62/16,2007-03-21T00:00:00.000Z,2895,,0153,,,2895    0153,,1833,1677
142,48,40,48/40,2003-11-28T00:00:00.000Z,0653,,0092,,,0653    0092,PHASE III,2562,1136
311,66,42,66/42,2008-03-27T00:00:00.000Z,0514,,000G,,0857,0514    0857,Lot is covered by Tax Lot 0857,2907,1794
949,63,13,63/13,2007-03-30T00:00:00.000Z,0342,,0059,,,0342    0059,,3134,1598
620,56,32,56/32,2006-01-18T00:00:00.000Z,2566,,0090,,,2566    0090,,1680,517
962,48,41,48/41,2003-12-12T00:00:00.000Z,0281,,000D,"000B,000C,000E",0832,0281    000D,AMENDED,2557,1131
825,60,42,60/42,2006-09-30T00:00:00.000Z,6163,,0117,,,6163    0117,,1781,616
510,53,12,53/12,2005-07-01T00:00:00.000Z,3112,,0028,,,3112    0028,,1633,470
371,68,22,68/22,2008-07-29T00:00:00.000Z,0482,,0093,,,0482    0093,,2915,1848
225,50,2,50/2,2004-09-13T00:00:00.000Z,5832,,0062,,,5832    0062,,1535,372
218,50,6,50/6,2004-08-27T00:00:00.000Z,2823,,0045,,,2823    0045,,1573,410
541,54,13,54/13,2005-08-25T00:00:00.000Z,0203,,0083,,,0203    0083,,2705,1279
946,52,32,52/32,2005-05-12T00:00:00.000Z,0540,,0106,,0845,0540    0845,Part of Lot is covered by Tax Lot 0845,2661,1235
425,52,11,52/11,2005-02-17T00:00:00.000Z,3095,,0080,,,3095    0080,,1597,434
834,61,20,61/20,2006-11-16T00:00:00.000Z,5868,,0173,,,5868    0173,,1794,1716
535,53,19,53/19,2005-08-17T00:00:00.000Z,2838,,0033,,,2838    0033,,1621,458
687,56,31,56/31,2006-03-31T00:00:00.000Z,2613,,0680,,,2613    0680,,1716,553
448,52,17,52/17,2005-03-31T00:00:00.000Z,5308,,0034,,,5308    0034,,1608,445
272,69,25,69/25,2008-10-23T00:00:00.000Z,0515,,0158,"0862,7001,7002,7003,7010",0861,0515    0861,Part of Lot covered by Tax Lots 0861 & 0862,2876,1579
782,60,5,60/5,2006-08-31T00:00:00.000Z,3111,,0036,,,3111    0036,,1746,581
614,55,49,55/49,2006-01-09T00:00:00.000Z,0444,,0131,,,0444    0131,,2723,1297
806,60,32,60/32,2006-09-28T00:00:00.000Z,6163,,0119,,,6163    0119,,1770,605
318,67,13,67/13,2008-03-31T00:00:00.000Z,1264,E,0036,,0859,1264E   0036,,2910,1797
630,55,44,55/44,2006-02-10T00:00:00.000Z,5520,,0041,,,5520    0041,,1691,528
34,50,50,50/50,2005-01-04T00:00:00.000Z,1039,,0095,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0094,0096",,1039    0095,,2652,1226
786,58,34,58/34,2006-09-11T00:00:00.000Z,1009,,0116,,,1009    0116,,2798,1372
628,56,18,56/18,2006-02-02T00:00:00.000Z,0331,,0052,,,0331    0052,,2733,1307
453,52,47,52/47,2005-03-31T00:00:00.000Z,2234,,0004,,,2234    0004,,1600,437
842,61,5,61/5,2006-12-04T00:00:00.000Z,3566,,0081,,,3566    0081,,1814,1696
312,66,22,66/22,2008-03-31T00:00:00.000Z,2576,,0036,,,2576    0036,,1932,1761
653,57,29,57/29,2006-03-21T00:00:00.000Z,2549,,0638,,,2549    0638,,1694,531
55,46,41,46/41,2002-12-04T00:00:00.000Z,2662,,0207,,,2662    0207,,1506,343
431,52,7,52/7,2005-03-03T00:00:00.000Z,0333,,0008,,,0333    0008,,2663,1237
539,54,32,54/32,2005-08-23T00:00:00.000Z,5956,W,0004,,,5956W   0004,,1652,489
217,50,5,50/5,2004-08-26T00:00:00.000Z,2844,,0078,,,2844    0078,,1574,411
529,54,1,54/1,2005-08-01T00:00:00.000Z,0239,,0098,,,0239    0098,,2686,1260
885,62,2,62/2,2007-01-23T00:00:00.000Z,0315,,0025,,,0315    0025,Lot is covered by Tax Lots 0806 & 0807,2578,1152
712,58,9,58/9,2006-05-23T00:00:00.000Z,2553,,0029,,,2553    0029,,1726,561
641,56,26,56/26,2006-02-23T00:00:00.000Z,5720,,0055,,,5720    0055,,1713,550
158,49,9,49/9,2004-02-03T00:00:00.000Z,0303,,0022,,,0303    0022,,2598,1172
42,51,32,51/32,2005-01-18T00:00:00.000Z,0421,,0004,,,0421    0004,,2655,1229
433,51,40,51/40,2005-03-03T00:00:00.000Z,4070,,0027,,,4070    0027,,1594,431
58,46,44,46/44,2002-12-20T00:00:00.000Z,2068,,0091,,,2068    0091,,1510,347
6,49,12,49/12,2004-02-11T00:00:00.000Z,0653,,0106,,,0653    0106,,2562,1136
405,68,48,68/48,2008-09-30T00:00:00.000Z,3521,,0084,,,3521    0084,,1964,2013
604,55,34,55/34,2005-12-19T00:00:00.000Z,4474,,0156,,,4474    0156,,1673,510
491,53,32,53/32,2005-05-27T00:00:00.000Z,1730,,0015,,,1730    0015,2002 - AMENDED,3074,1450
538,53,20,53/20,2005-08-22T00:00:00.000Z,2866,,0085,,,2866    0085,,1642,479
376,67,33,67/33,2008-08-27T00:00:00.000Z,3566,,0074,,,3566    0074,,1965,2011
950,62,9,62/9,2007-03-30T00:00:00.000Z,2848,,0076,,0870,2848    0870,Part of Lot is covered by Tax Lot 0870,1848,1662
440,52,33,52/33,2005-03-16T00:00:00.000Z,2576,,0033,,,2576    0033,,1603,440
741,58,28,58/28,2006-07-03T00:00:00.000Z,3643,,0064,,,3643    0064,,3102,1477
942,63,11,63/11,2007-03-29T00:00:00.000Z,0420,,0003,,,0420    0003,,2839,1542
147,48,41,48/41,2003-12-12T00:00:00.000Z,0281,,000B,"000C,000D,000E",0832,0281    000B,AMENDED,2557,1131
466,53,13,53/13,2005-04-22T00:00:00.000Z,0152,,000T,,0861,0152    0861,,2682,1256
759,59,16,59/16,2006-08-08T00:00:00.000Z,1076,,0091,"0088,0089,0090,0092,0093",,1076    0091,,2785,1359
216,50,16,50/16,2004-08-25T00:00:00.000Z,0209,,0104,,,0209    0104,,2636,1210
749,59,23,59/23,2006-07-18T00:00:00.000Z,2622,,0753,,,2622    0753,,1749,584
703,58,4,58/4,2006-05-17T00:00:00.000Z,6239,,0069,,,6239    0069,,1724,559
485,53,3,53/3,2005-05-24T00:00:00.000Z,0273,,0081,,,0273    0081,,2706,1280
372,67,40,67/40,2008-08-11T00:00:00.000Z,0303,,0023,,,0303    0023,,2933,1842
286,66,2,66/2,2008-02-28T00:00:00.000Z,3035,,0080,,,3035    0080,,1920,1750
457,51,22,51/22,2005-03-31T00:00:00.000Z,4047,,0056,,,4047    0056,,1639,476
337,66,29,66/29,2008-05-29T00:00:00.000Z,1090,,0069,,,1090    0069,,2928,1866
767,59,25,59/25,2006-08-17T00:00:00.000Z,3125,,0075,,,3125    0075,,1744,579
357,68,5,68/5,2008-07-08T00:00:00.000Z,0983,,0056,,,0983    0056,,2923,1858
145,48,37,48/37,2003-11-28T00:00:00.000Z,2660,,0224,,,2660    0224,,1540,377
681,57,31,57/31,2006-03-31T00:00:00.000Z,0209,,0105,,0931,0209    0931,Part of Lot is covered by Tax Lot 0931,2761,1335
107,47,50,47/50,2003-08-22T00:00:00.000Z,0243,,0026,,,0243    0026,,2581,1155
474,53,7,53/7,2005-05-12T00:00:00.000Z,1033,,0044,,,1033    0044,,2698,1272
291,66,44,66/44,2008-02-29T00:00:00.000Z,2894,,0092,,,2894    0092,,1919,1749
879,58,6,58/6,2007-01-11T00:00:00.000Z,0367,,0086,,,0367    0086,,2828,1531
608,55,37,55/37,2005-12-19T00:00:00.000Z,5256,,0055,,,5256    0055,,3094,1469
347,67,32,67/32,2008-06-13T00:00:00.000Z,2676,,0798,,,2676    0798,,1941,1880
514,54,3,54/3,2005-07-18T00:00:00.000Z,0484,,0027,,0837,0484    0837,Part of Lot is covered by Tax Lot 0837,2714,1288
780,59,32,59/32,2006-08-23T00:00:00.000Z,2668,,0070,,,2668    0070,,1762,597
845,61,9,61/9,2006-12-04T00:00:00.000Z,3566,,0078,,,3566    0078,,1817,1693
574,53,33,53/33,2005-11-22T00:00:00.000Z,0859,,0170,,,0859    0170,,2728,1302
665,55,7,55/7,2005-03-31T00:00:00.000Z,0445,,0125,,,0445    0125,,2759,1333
154,49,5,49/5,2004-01-29T00:00:00.000Z,0312,,0028,,,0312    0028,,2600,1174
951,62,29,62/29,2007-03-30T00:00:00.000Z,0303,,0055,,,0303    0055,,2840,1543
851,61,27,61/27,2006-12-08T00:00:00.000Z,0479,,0026,,,0479    0026,,2818,1521
213,50,7,50/7,2004-08-25T00:00:00.000Z,1418,,0066,,,1418    0066,,2628,1202
343,67,44,67/44,2008-06-05T00:00:00.000Z,0751,,0013,0803,0802,0751    0802,Part of Lot is covered by Tax Lots 0802 & 0803,2930,1854
797,59,41,59/41,2006-09-21T00:00:00.000Z,0617,,0143,,,0617    0143,,2795,1369
90,47,20,47/20,2003-05-28T00:00:00.000Z,5346,,0001,,,5346    0001,,1524,361
561,54,30,54/30,2005-09-30T00:00:00.000Z,0048,,0007,,0806,0048    0806,Part of Lot is covered by 0806,1650,487
209,50,17,50/17,2004-08-12T00:00:00.000Z,0511,,0070,,,0511    0070,,2631,1205
16,51,5,51/5,2004-11-22T00:00:00.000Z,0540,,0106,,0844,0540    0844,Part of Lot is covered by Tax Lot 0844,2661,1235
694,57,25,57/25,2006-05-08T00:00:00.000Z,2865,,0033,,,2865    0033,,1732,567
108,47,38,47/38,2003-08-26T00:00:00.000Z,2859,,0056,,,2859    0056,,1528,365
458,51,50,51/50,2005-03-31T00:00:00.000Z,2895,,0069,,,2895    0069,,1607,444
159,48,45,48/45,2004-02-03T00:00:00.000Z,2560,,0132,,,2560    0132,,1539,376
809,59,45,59/45,2006-09-29T00:00:00.000Z,4061,,0160,,,4061    0160,,1766,601
336,67,36,67/36,2008-05-16T00:00:00.000Z,1367,,0068,0069,,1367    0068,FIRST AMMENDMENT,2863,1566
426,52,1,52/1,2005-02-18T00:00:00.000Z,0485,,0046,,,0485    0046,,3071,1447
206,50,9,50/9,2004-07-30T00:00:00.000Z,2853,,0205,,,2853    0205,,1570,407
802,59,19,59/19,2006-09-28T00:00:00.000Z,2845,,0033,,,2845    0033,,1764,599
640,55,39,55/39,2006-02-23T00:00:00.000Z,0937,,0087,,,0937    0087,,2745,1319
497,53,25,53/25,2005-06-10T00:00:00.000Z,1058,,0087,,,1058    0087,,2700,1274
381,68,42,68/42,2008-09-18T00:00:00.000Z,0209,,0100,"0920,0921",0919,0209    0919,Lot is covered by Tax Lots 0919 - 0921,2932,1841
730,57,48,57/48,2006-06-22T00:00:00.000Z,1027,,0160,,,1027    0160,,2773,1347
973,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0090,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0091,0092,0093,0094,0095,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107,0108",,0653    0090,,2562,1136
364,68,17,68/17,2008-07-24T00:00:00.000Z,0751,,0013,,0801,0751    0801,Part of Lot 13 - 0801 AMENDMENT,2918,1853
866,61,1,61/1,2006-12-29T00:00:00.000Z,5950,,0024,,,5950    0024,,1808,1702
818,60,33,60/33,2006-09-30T00:00:00.000Z,3111,,0032,,,3111    0032,,1780,615
660,57,34,57/34,2006-03-24T00:00:00.000Z,0779,,0145,,0801,0779    0801,Part of Lot is covered by Tax Lot 0801,2748,1322
220,50,39,50/39,2004-08-31T00:00:00.000Z,0442,,0083,,,0442    0083,,2629,1203
135,48,31,48/31,2003-11-17T00:00:00.000Z,1254,,0221,,,1254    0221,,2607,1181
118,48,2,48/2,2003-09-30T00:00:00.000Z,3109,,0034,,,3109    0034,,1536,373
404,68,11,68/11,2008-09-30T00:00:00.000Z,1063,,0090,,,1063    0090,,2938,1862
801,58,25,58/25,2006-09-26T00:00:00.000Z,2613,,0680,,,2613    0680,,1716,553
784,58,32,58/32,2006-09-07T00:00:00.000Z,4445,,0125,,,4445    0125,,1745,580
12,48,40,48/40,2003-11-28T00:00:00.000Z,0653,,0109,,,0653    0109,PHASE III,2562,1136
202,50,4,50/4,2004-07-26T00:00:00.000Z,0274,,0130,,,0274    0130,,2620,1194
467,53,18,53/18,2005-04-22T00:00:00.000Z,5084,,0290,,0818,5084    0818,Lot is covered by Tax Lot 0818,3069,1445
428,51,37,51/37,2005-02-28T00:00:00.000Z,0312,,0026,,,0312    0026,,2664,1238
688,57,30,57/30,2006-03-31T00:00:00.000Z,2661,,0220,,,2661    0220,,1714,551
348,67,34,67/34,2008-06-19T00:00:00.000Z,1060,,0102,,,1060    0102,,2926,1861
685,57,6,57/6,2006-03-31T00:00:00.000Z,2906,,0085,,,2906    0085,,1710,547
441,52,6,52/6,2005-03-24T00:00:00.000Z,3116,,0038,,,3116    0038,,1606,443
839,61,21,61/21,2006-11-27T00:00:00.000Z,0517,,0051,,,0517    0051,,3063,1439
790,57,33,57/33,2006-09-14T00:00:00.000Z,3117,,0024-2,,0815,3117    0815,Lot is covered by Tax Lot 0815,1761,596
506,53,22,53/22,2005-06-29T00:00:00.000Z,0194,,0060,,,0194    0060,,2684,1258
445,51,38,51/38,2005-03-24T00:00:00.000Z,5832,,0063,,,5832    0063,,1535,372
199,50,1,50/1,2004-07-20T00:00:00.000Z,2839,,0069,,,2839    0069,,1561,398
437,51,36,51/36,2005-03-14T00:00:00.000Z,0235,,0160,,,0235    0160,,2669,1243
327,67,16,67/16,2008-03-31T00:00:00.000Z,0189,,0053,,,0189    0053,,2903,1790
322,66,49,66/49,2008-03-31T00:00:00.000Z,5323,,0011,,,5323    0011,,1937,1766
540,54,34,54/34,2005-08-25T00:00:00.000Z,3102,,0063,,,3102    0063,,1644,481
771,59,36,59/36,2006-11-08T00:00:00.000Z,1072,,0081,0080,,1072    0081,,2813,1516
820,59,42,59/42,2006-09-30T00:00:00.000Z,2677,,0372,,,2677    0372,,1799,1711
196,49,49,49/49,2004-06-30T00:00:00.000Z,2617,,0184,,,2617    0184,,1559,396
609,55,40,55/40,2005-12-28T00:00:00.000Z,3565,,0044,,,3565    0044,,1670,507
40,50,12,50/12,2005-01-18T00:00:00.000Z,1043,,0163,,,1043    0163,,2654,1228
104,47,40,47/40,2003-08-01T00:00:00.000Z,0238,,0102,,,0238    0102,,2591,1165
958,46,34,46/34,2002-11-29T00:00:00.000Z,0281,,000C,"000B,000D,000E",0831,0281    000C,,2557,1131
351,67,50,67/50,2008-06-19T00:00:00.000Z,0393,,0023,,,0393    0023,,2692,1266
7,49,12,49/12,2004-02-11T00:00:00.000Z,0653,,0107,,,0653    0107,PHASE IV,2562,1136
156,47,45,47/45,2004-01-29T00:00:00.000Z,5346,,0005,,,5346    0005,,1524,361
915,60,30,60/30,2007-03-12T00:00:00.000Z,0475,,0019,,,0475    0019,,2830,1533
1000,47,39,47/39,2003-07-18T00:00:00.000Z,0653,,0085,"0086,0087,0089,0090,0091,0110",,0653    0085,,2562,1136
177,49,28,49/28,2004-03-31T00:00:00.000Z,0240,,0067,,,0240    0067,AMENDED,2556,1130
57,46,43,46/43,2003-01-27T00:00:00.000Z,0240,,0067,,,0240    0067,,2556,1130
299,66,19,66/19,2008-03-05T00:00:00.000Z,1317,,0007,,,1317    0007,,2951,2032
193,49,50,49/50,2004-06-23T00:00:00.000Z,0280,,0029,,,0280    0029,,2619,1193
171,49,10,49/10,2004-03-23T00:00:00.000Z,0529,,0035,,,0529    0035,,3059,1435
208,50,22,50/22,2004-08-10T00:00:00.000Z,0369,,0062,,,0369    0062,CANCELLED 10/18/2007,2635,1209
559,55,16,55/16,2005-09-30T00:00:00.000Z,2839,,0070,,,2839    0070,,1656,493
64,47,1,47/1,2003-01-16T00:00:00.000Z,2863,,0088,,,2863    0088,,1515,352
452,52,28,52/28,2005-03-31T00:00:00.000Z,0358,,0071,,,0358    0071,,2678,1252
232,50,44,50/44,2004-09-22T00:00:00.000Z,0823,,0083,,,0823    0083,,2626,1200
999,46,47,46/47,2003-01-13T00:00:00.000Z,0653,,0094,"0076,0077,0078,0079,0080,0081,0082,0083,0084,0085,0086,0087,0088,0089,0090,0091,0092,0093,0095,0096,0097,0098,0099,0100,0101,0102,0103,0104,0105,0106,0107,0108",,0653    0094,,2562,1136
238,50,31,50/31,2004-09-21T00:00:00.000Z,2621,,0793,,,2621    0793,,1580,417
776,59,14,59/14,2006-08-23T00:00:00.000Z,0615,,0220,,,0615    0220,,2792,1366
616,55,19,55/19,2006-01-12T00:00:00.000Z,4057,,0196,,,4057    0196,,1686,523
423,51,11,51/11,2005-08-24T00:00:00.000Z,0036,,0051,,0856,0036    0051,,3072,1448
639,57,9,57/9,2006-02-22T00:00:00.000Z,0303,,0056,,,0303    0056,,2741,1315
165,49,11,49/11,2004-02-11T00:00:00.000Z,0305,,0071,,,0305    0071,,2599,1173
186,49,41,49/41,2004-05-18T00:00:00.000Z,3207,,0085,,,3207    0085,,3062,1438
5762,24,24,9/22/1981,1981-09-22T00:00:00.000Z,0546,,0302,,0817,0546    0817,,2282,899
5441,45,42,45/42,2002-04-30T00:00:00.000Z,0407,,0025,,0816,0407    0816,,3046,1422
5121,30,6,30/6,1982-11-30T00:00:00.000Z,0282,,0041,,,0282    0041,,2256,874
5447,40,32,40/32,1992-05-21T00:00:00.000Z,0477,,0011,,0844,0477    0844,,2271,889
5763,24,24,9/22/1981,1981-09-22T00:00:00.000Z,0546,,0302,,0818,0546    0818,,2282,899
5443,40,9,40/9,1991-05-10T00:00:00.000Z,0441,,0002,0802,0803,0441    0803,,2263,881
5446,41,39,41/39,1994-06-23T00:00:00.000Z,0459,,0018,,<Null>,0459    0018,,3038,1416
5761,24,24,9/22/1981,1980-07-23T00:00:00.000Z,0546,,0302,,0816,0546    0816,,2282,899
5444,51,2,51/2,2004-09-30T00:00:00.000Z,0457,,0042,7003,0877,0457    7003,Part of Lot is covered by Tax Lot 0877 & Air Lot 7003,3067,1443
5442,40,9,40/9,1991-05-10T00:00:00.000Z,0441,,0002,0803,0802,0441    0802,,2263,881
5122,44,39,44/39,2000-10-31T00:00:00.000Z,0304,,0033,,,0304    0033,,2506,1083
5445,50,29,50/29,2004-09-22T00:00:00.000Z,0457,,0042,7004,0878,0457    7004,Part of Lot is covered by Tax Lot 0878 & Air Lot 7004,3066,1442
6732,37,32,37/32,1988-06-29T00:00:00.000Z,1057,,0033,,0807,1057    0807,,2645,1219
6730,29,46,29/46,1982-02-26T00:00:00.000Z,1057,,0033,,0805,1057    0805,,2645,1219
6735,29,45,29/45,1982-02-26T00:00:00.000Z,1057,,0033,,0804,1057    0804,,2645,1219
6725,63,12,63/12,2007-08-21T00:00:00.000Z,1045,,0138,"7000,7001,7004,7005,7007,7009,0842,0843,0844,0845",,1045    7006,"Tax Lots 0842 - 0845 & Air Lots 7000, 7001, 7004 - 7007, 7009 - *AMENDED 9/17/2007",2860,1563
6724,63,12,63/12,2007-08-21T00:00:00.000Z,1045,,0138,"7000,7001,7004,7006,7007,7009,0842,0843,0844,0845",,1045    7005,"Tax Lots 0842 - 0845 & Air Lots 7000, 7001, 7004 - 7007, 7009 - *AMENDED 9/17/2007",2860,1563
6731,37,31,37/31,1988-06-29T00:00:00.000Z,1057,,0033,,0806,1057    0806,,2645,1219
6403,34,1,34/1,1985-11-01T00:00:00.000Z,0839,,0063,,,0839    0063,,2320,937
6401,30,24,30/24,1984-12-20T00:00:00.000Z,0778,,0112,,,0778    0820,,2297,914
6721,63,12,63/12,2007-08-21T00:00:00.000Z,1045,,0138,"7001,7004,7005,7006,7007,7009,0842,0843,0844,0845",,1045    7000,"Tax Lots 0842 - 0845 & Air Lots 7000, 7001, 7004 - 7007, 7009 - *AMENDED 9/17/2007",2860,1563
6404,25,9,25/9,1980-05-27T00:00:00.000Z,0904,,0011,0815,0814,0904    0814,,2338,955
6734,31,24,31/24,1982-05-19T00:00:00.000Z,1057,,0033,,0809,1057    0809,,2645,1219
6728,31,33,31/33,1983-06-02T00:00:00.000Z,1047,,0101,,,1047    0101,,2372,988
6723,63,12,63/12,2007-08-21T00:00:00.000Z,1045,,0138,"7000,7001,7005,7006,7007,7009,0842,0843,0844,0845",,1045    7004,"Tax Lots 0842 - 0845 & Air Lots 7000, 7001, 7004 - 7007, 7009 - *AMENDED 9/17/2007",2860,1563
6081,30,50,30/50,1982-08-04T00:00:00.000Z,0619,,0177,,,0619    0177,,2284,901
6722,63,12,63/12,2007-08-21T00:00:00.000Z,1045,,0138,"7000,7004,7005,7006,7007,7009,0842,0843,0844,0845",,1045    7001,"Tax Lots 0842 - 0845 & Air Lots 7000, 7001, 7004 - 7007, 7009 - *AMENDED 9/17/2007",2860,1563
6405,25,9,25/9,1980-05-27T00:00:00.000Z,0904,,0011,0814,0815,0904    0815,,2338,955
6733,37,33,37/33,1988-06-29T00:00:00.000Z,1057,,0033,,0808,1057    0808,,2645,1219
6726,63,12,63/12,2007-08-21T00:00:00.000Z,1045,,0138,"7000,7001,7004,7005,7006,7009,0842,0843,0844,0845",,1045    7007,"Tax Lots 0842 - 0845 & Air Lots 7000, 7001, 7004 - 7007, 7009 - *AMENDED 9/17/2007",2860,1563
6727,63,12,63/12,2007-08-21T00:00:00.000Z,1045,,0138,"7000,7001,7004,7005,7006,7007,0842,0843,0844,0845",,1045    7009,"Tax Lots 0842 - 0845 & Air Lots 7000, 7001, 7004 - 7007, 7009 - *AMENDED 9/17/2007",2860,1563
6729,27,48,27/48,1981-09-21T00:00:00.000Z,1047,,0006,,0802,1047    0802,,2371,987
6402,46,21,46/21,,0786,,0026,,,0786    0026,,2306,923
7361,34,,7,1985-11-26T00:00:00.000Z,1214,,,,0824,1214    0824,,2390,1005
7374,31,5,31/39,1984-06-06T00:00:00.000Z,1301,,1307,,0960,1301    0960,,2407,1022
7681,42,1,42/1,,1356,,0029,,,1356    0029,,2411,1026
7685,30,45,30/45,1982-12-03T00:00:00.000Z,1601,,0002,,1070,1601    1070,,2461,1066
7044,33,4,33/4,1983-10-28T00:00:00.000Z,1187,,0084,,,1187    0084,,1066,1869
7052,33,13,33/13,1984-02-14T00:00:00.000Z,1200,,0065,,0860,1200    0860,,2387,1002
7056,34,,7,1985-11-26T00:00:00.000Z,1214,,,,0823,1214    0823,,2390,1005
7042,35,17,35/17,1986-06-11T00:00:00.000Z,1173,,0102,,0819,1173    0819,,2380,995
7682,34,17,34/17,,1367,,0074,,,1367    0074,,2417,1032
7048,27,8,27/8,1981-04-01T00:00:00.000Z,1200,,0064,"0849,0851",0850,1200    0850,,2387,1002
7054,34,,7,1985-11-26T00:00:00.000Z,1214,,,,0821,1214    0821,,2390,1005
7045,23,13,23/13,1980-03-07T00:00:00.000Z,1187,,0084,,0809,1187    0809,,2382,997
7047,36,24,36/24,1987-01-14T00:00:00.000Z,1188,,0123,,,1188    0123,,2384,999
7367,46,39,46/39,2002-01-03T00:00:00.000Z,1287,,0101,,,1287    0101,,2469,1070
7043,23,13,23/13,1979-08-15T00:00:00.000Z,1187,,0084,,,1187    0084,,2937,1868
7041,35,17,35/17,1986-06-11T00:00:00.000Z,1173,,0102,,0818,1173    0818,,2380,995
7368,45,41,45/41,,1287,,0101,,,1287    0101,,2469,1070
7683,25,4,25/4,1980-07-24T00:00:00.000Z,1601,,0007,,0827,1601    0827,,2422,1037
7693,43,41,43/41,1994-03-04T00:00:00.000Z,1736,,0058,,,1736    0058,,3003,1383
7373,31,5,31/39,1984-06-06T00:00:00.000Z,1301,,1307,,0959,1301    0959,,2407,1022
7049,27,8,27/8,1981-04-01T00:00:00.000Z,1200,,0064,"0849,0850",0851,1200    0851,,2387,1002
7363,34,,7,1985-11-26T00:00:00.000Z,1214,,,,0826,1214    0826,,2390,1005
7055,34,,7,1985-11-26T00:00:00.000Z,1214,,,,0822,1214    0822,,2390,1005
7692,32,49,32/49,,1736,,0058,,,1736    0058,,3003,1383
7689,28,38,28/38,1982-02-25T00:00:00.000Z,1601,,0007,,1078,1601    1078,,2422,1037
